id,date,channel_id,message,views,image
9775,2024-10-10 16:35:15+00:00,1394568162,3 DAYS COUNT-DOWN 🕦,244226,
9773,2024-10-09 12:45:16+00:00,1394568162,"IMPORTANT ... 🕕 🕖 OFFER "" LIMITED SLOTS "" That's our last discount for the year and today finally we're going to open the VIP for new members but it's for limited slots only and no more new VIP membership again till next year . VIP Lifetime Membership ⭐ If you're interested to be one of us contact our team before the OFFER ended . 📩 Team : @USER 📩 Next PUMP will be huge and this is your opportunity to RECOVERY all your loses 🔻 in the MARKET . Signed 📝 Whales Team .",247774,
9771,2024-10-09 08:35:13+00:00,1394568162,4 DAYS COUNT-DOWN 🕦,246475,
9769,2024-10-08 06:15:08+00:00,1394568162,5 DAYS COUNT-DOWN 🕦,247628,
9767,2024-10-07 09:15:12+00:00,1394568162,We're Targeting 630 % 💣,245075,
9766,2024-10-07 09:15:12+00:00,1394568162,"💎 PUMP ANNOUNCEMENT 💎 Hello EVERYONE Our next OFFICIAL PUMP will be scheduled for : Date : Sunday , October 13 Time : 17:00 PM ( GMT ) Exchange : MEXC_CEX Target : 630 % Pairing : USDT With our volumes averaging 40 to 80 million $ per PUMP and peaks reaching up to 6000 % we are ready to announce our next BIG PUMP . After the previous pump and hours of discussion with our team , we have decided to schedule our next pump in 6 days to make sure that we are fully prepared . We will also try reaching more than 150 million $ volume in the first few minutes . We welcome everyone to join us as we create the next big pump all traders and investors all over the world have been waiting for . With all the new measures that we are implementing , we can almost guarantee that this upcoming pump will be massive . We will be coordinating the pump with all our members as well to get the coin trending during the whole day of the pump . We are expecting hundreds of thousands of people all across the world to attend this pump and with good coordination possibly more than a million people across all social medias will be watching . This time , you can be sure that the signal will be given at the absolute bottom with everyone having a fair chance to make up to 2000 % profit or more . A massive amount of USDT will be injected into the pump by our team after our members bought in order to give the pump a boost and maximize profits for all our members . With the collaboration of the biggest whales on MEXC_CEX , big investors , biggest crypto channels in the world and a experienced team of traders we can confidently say with 100 % certainty that this will be one of the biggest pump we have seen lately into MEXC_CEX . If you've missed $ COOHA $ IZI $ BIFI and our LAST PUMP $ ZZZ which was 3 of our BIGGEST and most profitable pumps you will have the chance to make up for it on this one . We will be giving out more information about our upcoming pump in the upcoming days , Stay TUNED ! Signed 📝 Whales Team .",245045,
9763,2024-10-06 17:00:26+00:00,1394568162,Selected COIN / TOKEN : $ GFLY,660,
9762,2024-10-06 16:59:01+00:00,1394568162,1 Minute Left 🕛,641,
9761,2024-10-06 16:58:01+00:00,1394568162,2 Minutes Left 🕛,590,
9760,2024-10-06 16:57:01+00:00,1394568162,3 Minutes Left 🕛,545,
9759,2024-10-06 16:56:01+00:00,1394568162,4 Minutes 🕑 ...,535,
9758,2024-10-06 16:45:17+00:00,1394568162,Everything was CAREFULLY prepared . We will invest a BIG large amount of money in the PUMP this time Get ready and keep one thing in mind ! 🚨 NEVER GUESS THE COIN BEFORE WE TELL YOU ! 🚨 Signed 📝 Whales Team .,534,
9756,2024-10-06 16:40:17+00:00,1394568162,Waiting ... 🕜 🕜,458,
9754,2024-10-06 16:20:19+00:00,1394568162,"PUMP INFORMATION ℹ️ We already know what happens when we involve the biggest of whales in the MARKET price explodes to ridiculous highs and remains up , without dropping a penny , meaning we'll have buying support all throughout our pump . We RECOMMEND initially market buying 75 % of your balance at market price to catch the first and strongest wave , then laddering the remaining BTC balance as limit orders below current market prices . We're expecting at least 3 initial waves to this pump , meaning we'll be market and limit buying and holding at different price points to get the best average entry When to sell ? In order to get the highest volume of outsider buying volume for this pump , do not sell into buying walls set by other members , instead sell small parts as price goes . Up and place limit orders above 500 % - 800 % The main objective of this pump is for all our members to make a huge profit , meaning we need to hold price up while outside traders enter the market . Our whales will be taking care of continuously pushing price up by market buying until we get the most outside buyers Signed 📝 Whales Team .",483,
9751,2024-10-06 16:01:09+00:00,1394568162,1 HOUR LEFT 🕓,454,
