label,id,date,channel_id,message
0,29,2017-07-02 07:44:32+00:00,1145507351,"🚨 Schedule for Sunday 2nd July 🚨 🕒 Time : 15:00 GMT | 11:00 EDT | 23:00 CST 🕒 Group : LINK TO TELEGRAM GROUP: t Notes : Explained further in the last post . Try and get in when the coins are announced and set your sell orders before the pump is announced at 15:00 . 🕒 Time : 15:00 GMT | 11:00 EDT | 23:00 CST 🕒 Group : LINK TO TELEGRAM GROUP: t Notes : I believe a minimum of 3 separate groups are providing the same coin at the same time ; collectively they have ~ 4,200 . I think the first to post is via LINK TO TELEGRAM GROUP: t , but also involved are LINK TO TELEGRAM GROUP: t & LINK TO TELEGRAM GROUP: t . When they pumped yesterday , the spread between the group lead to the 24hr high being set in the 4th minute of the pump . I would not advice participating in this pump until I confirm which is the lead group , but it could be worth watching . 🕒 Time : 17:00 GMT | 13:00 EDT | 01:00 CST 🕒 Group : LINK TO TELEGRAM GROUP: t Notes : Now currently at 17,267 members . No special approach here , just hope that 17,266 people are slower than you . Keep an eye on the sample link that is supplied 1 hour before the pump - is usually gains 10 - 30 % ."
5,22,2017-07-01 13:45:17+00:00,1145507351,"Sorry for the delay today , here's the schedule :"
0,19,2017-06-30 10:08:42+00:00,1145507351,"🚨 Pump schedule for 30th June 🚨 🕒 Time : 15:00 GMT | 11:00 EDT | 00:00 CST 🕒 Group : LINK TO TELEGRAM GROUP: t Notes : Yesterday's pump was on a coin that had already been pumped TWICE by 2 other groups in the same day . Unsurprisingly , it faced large resistance due to high sell orders from the other pumps and reached a high of 91.54 % from the pre-pump before a sharp decent . I'm hoping to see a better choice of coin from this group today . My original advice applies again , be conservative with investing on the pump and monitor the dip after . When this group dumps , it dumps hard . 🕒 Time : 16:00 GMT | 12:00 EDT | 01:00 CST 🕒 Group : LINK TO TELEGRAM GROUP: t Notes : With now close to 17,000 members , on paper you should be excited about this pump . I'm sure it'll be another 1000 % + increase with an appearance on the bittrex_CEX homepage . My concern is will you actually see any of it ? I'm going to try and break the analysis of this pump into second by second , rather than minute by minute to give us all a much clearer picture . With the influx of volume , the pump can produce opportunities to ping pong off the volatility for the hours after , but I fear you'll mainly be fighting bots in this pump . 🕒 Time : 17:00 GMT | 13:00 EDT | 02:00 CST 🕒 Group : LINK TO TELEGRAM GROUP: t Notes : As I mentioned yesterday , the pump had lower volume but a longer period before the price dropped . This has been a consistent pattern , so i'd expect more of the same ; consider this pump the polar opposite of PumpNotifier . Buying in ~ 40 % on top of the prepump price could give around 5 - 10 minutes before you'd be selling at a loss based on the previous pumps . Full analysis from yesterday is on its way shortly ."
5,18,2017-06-29 22:53:29+00:00,1145507351,"Thank you to everyone that took the time to complete the poll . It's great to receive your feedback ; I hope you continue to find the information of use . With 86 % requesting further analysis and 75 % happy with schedules , I'll continue to provide these items . Full analysis on today's pumps and tomorrow's schedule to follow ."
5,17,2017-06-29 19:17:56+00:00,1145507351,🤓 I've created a poll to see which direction you'd like the group to go in . I'd be really grateful if you have a spare minute to give me your thoughts . Thanks ! UNKNOWN_URL: polljunkie
3,16,2017-06-29 18:43:15+00:00,1145507351,"Hi all , Here are the results from one of the scheduled pumps 🕔 Pumped 17:00 GMT 🕔 ▶ ️Group : LINK TO TELEGRAM GROUP: t ▶ ️Results : The pre-pump price on BTA was 0.0002757 0 . After the pump started , it reached a high of 0.0004469 0 which represented a 62.1 % increase . The pump continued into the second minute where a new high was reached ( 0.0004500 0 ) . 23 minutes later , the price consolidated at a new low of 0.0002351 0 before the price began to rise again . ▶ ️Conclusion : As I mentioned in the schedule , you had longer to hold but with a relatively low price increase . It's promising to see the price continuing to rise well into the second minute . Either members are more willing to hold and not selling straight away , and / or the group isn't plagued by bots shorting the pump . I'd recommend keeping an eye on their next pump tomorrow to see if the volume of trade increases to improve the percentage gain . ✅ Was this information useful ? Let others know ! - LINK TO TELEGRAM GROUP: t"
5,14,2017-06-29 14:59:22+00:00,1145507351,"🏎 Tips for speed 🏎 The faster you get in , the better your chances of securing a good price . Here's 3 short tips . ▶ ️I've tested Telegram on iOS , Android , Mac , Windows and the web platform . All platforms received messages at the same time with Telegram open and active . ▶ ️If the app isn't open on mobile , messages go through a push notification server which cause delay . The delivery time is NOT delayed if the app is open . ▶ ️Google Chrome scores highest for speed amongst the top web browsers . Increase speed further by disabling unused extensions and plugins . When the group size increases further , i'll start creating tools to help you guys out during the pumps . I'll keep you all updated on this in due course ."
4,13,2017-06-29 10:46:34+00:00,1145507351,🕕 Pump schedule update : the pump scheduled at 15:00 GMT by LINK TO TELEGRAM GROUP: t will now be at 18:00 GMT
0,12,2017-06-28 22:22:50+00:00,1145507351,"🚨 Pump schedule for 29th June 🚨 🕒 Time : 15:00 GMT 🕒 Group : LINK TO TELEGRAM GROUP: t Notes : a conservative approach here would be to stand back from the pump and see if the price dips below the pre-pump price on the dump . My investment would go here as the price rally's up shortly after ; we've seen this pattern 2/3 times from this group . 🕔 Time : 17:00 GMT 🕔 Group : LINK TO TELEGRAM GROUP: t Notes : I would suggest placing a very low trial investment on this group to see how it plays out . The last pump had a relatively low price increase , however you had longer to hold your money before placing a sell order . I'll probably do an analysis on this one in the near future if the pump holds . 🕗 Time : 20:00 GMT 🕗 Group : LINK TO TELEGRAM GROUP: t Notes : with 2 fantastic pumps to their name , I've been looking forward to see if the trend continues . So far we have seen a steady increase roughly 3 hours after the initial pumps ( view my analysis from earlier today regarding their last pump ) . My suggested approach is to see what price you get in at . If it's already high , invest on the rebound of the dump around 3 hours later and keep an eye on the trajectory . The group is a good size and hopefully the pumps will not collapse due to inflated numbers like we've seen in other pump groups . This is my pick of the day . ✅ Please help spread the channel to keep it active - LINK TO TELEGRAM GROUP: t"
5,9,2017-06-28 15:24:30+00:00,1145507351,"A pump group ( t.me/PUMPPandDUMPP ) is currently copying pumps from other groups . Please keep in mind that if you're using that channel , you will not be receiving the picks at the same time as other users , putting you at a disadvantage . Their last pick was pasted from LINK TO TELEGRAM GROUP: t Their next pick scheduled at 1600 GMT will presumable be from : LINK TO TELEGRAM GROUP: t Go with the source to stand the best chance . ✅ Please help spread the channel - LINK TO TELEGRAM GROUP: t"
5,8,2017-06-28 10:32:23+00:00,1145507351,⚠ ️The latest analysis is now online from yesterday's Signals & Pumps pump . 🔗 UNKNOWN_URL: steemit A trend in their last 2 pumps is emerging that shows the price rallying roughly 3 hours after the initial pump . You could look for investment during this time if you miss the initial pump . Their next pump is likely to be tomorrow at 20:00 GMT LINK TO TELEGRAM GROUP: t
0,7,2017-06-28 07:45:02+00:00,1145507351,"🚨 🚨 Scheduled pumps for June 28th 🚨 🚨 ▶ ️Group : LINK TO TELEGRAM GROUP: t ( 2368 members ) Time 15:00 GMT Notes : third pump in 24 hours . ▶ ️Group : LINK TO TELEGRAM GROUP: t - ( 15667 members ) Time : 16:00 GMT Notes : Get in FAST or not at all ! You'll need to sacrifice a higher percentage on top of the ask price to get in . ▶ ️Group : LINK TO TELEGRAM GROUP: t - ( 1054 members ) Time : 18:00 GMT Notes : Only 1 previous pump which increased ~ 60 % in the first minute before falling very sharply . I'd suggest watching this one from the sideline until the group numbers increase . ✅ Help spread the channel ! Exclusive news for members when we reach 1,000 - LINK TO TELEGRAM GROUP: t"
1,6,2017-06-27 19:33:30+00:00,1145507351,"🚨 Upcoming pump in ~ 15 minutes . LINK TO TELEGRAM GROUP: t . 20:45 BST ( GMT + 1 ) 🚨 The group tried switching over to a website to present the pick , however it crashed and they are now performing a second pump this evening via telegram . The viewed message count has dropped from around 2.3 k before the last pump , to now around 500 - 1.1 k . Because of this , it could be assumed of a lower volume pump . My advice would be to get in quick at a + 1 % on the ask price , and sell within the minute . If you can't get in quick , sit this one out ."
5,4,2017-06-27 17:49:40+00:00,1145507351,The very first pump analysis is now live at : UNKNOWN_URL: steemit
