label,id,date,channel_id,message
0,311,2022-01-24 19:50:21+00:00,1469400977,"PUMP ANNOUNCEMENT 🗓 Date : 26 Wednesday ⏱ Time : 18:00 Finland time zone 🪙 Pair : BNB / ? ? ? 💻 Exchange : Pancakeswap_DEX This Wednesday , exactly at 18:00 I will publish on the channel the name of the coin that we will PUMP . As soon as the name is published , you will needed immediately to buy it , following the link that I will leave in the same post . • The faster you buy a coin , the more you can earn , as you will have to buy it at a low price . • After that , other traders will start buying it , while we will sell it at the peak of growth ! • All the actions that need to be done will be written in this telegram channel ! Detailed instructions on how to participate ⬇ ️ UNKNOWN_URL: telegra 💬 STUDY THE INSTRUCTIONS and get BNB on Trust Wallet 🔔 Turn on notifications at the channel for not missing the important info about the PUMP ."
5,302,2022-01-18 17:31:39+00:00,1469400977,"Very good work 💪 Today , together with our large community , we took profits with the help of another pump . We are already 28,000 . And this means that we are moving on and conquering new heights Congratulations 🫂 🤝"
5,300,2022-01-18 17:15:23+00:00,1469400977,We take profit more actively 🤑
5,299,2022-01-18 17:12:39+00:00,1469400977,"We don't buy , we only sell ! ️"
5,298,2022-01-18 17:01:16+00:00,1469400977,START SELLING ! ️
5,297,2022-01-18 16:54:55+00:00,1469400977,We do not buy 🤝 We are waiting for the next signal
5,295,2022-01-18 16:19:31+00:00,1469400977,"I buy another 10 bnb ( $ 4,600 ) I recommend buying more ! We work well 🤑"
5,293,2022-01-18 16:12:38+00:00,1469400977,TO THE MOOOON 🚀
5,291,2022-01-18 16:07:50+00:00,1469400977,Woooow 🤑 🚀
2,290,2022-01-18 16:00:42+00:00,1469400977,"START PUMP 🚀 Urgently buy a coin : DRX Start selling on my signal , not earlier ! Waiting for a big profit , I recommend everyone to come with us 🚀 Link to buy at PancakeSwap_DEX ↓ Pump finish 🏁 Address contract ↓ Pump finish 🏁 Turn on notifications and waiting for next signals 🔔"
5,278,2022-01-17 11:57:49+00:00,1469400977,"Many questions come from you regarding the "" Slippage Tolerance "" setting . What does this setting mean ? The more % you bet , the more likely a successful transaction Also Slippage Tolerance increases commission so 12 % is the average for our pumps Therefore , I recommend using exactly 12 %"
0,277,2022-01-16 20:20:11+00:00,1469400977,"PUMP ANNOUNCEMENT 🗓 Date : 18 Tuesday ⏱ Time : 18:00 Finland time zone 🪙 Pair : BNB / ? ? ? 💻 Exchange : Pancakeswap_DEX This Tuesday , exactly at 18:00 I will publish on the channel the name of the coin that we will PUMP . As soon as the name is published , you will needed immediately to buy it , following the link that I will leave in the same post . • The faster you buy a coin , the more you can earn , as you will have to buy it at a low price . • After that , other traders will start buying it , while we will sell it at the peak of growth ! • All the actions that need to be done will be written in this telegram channel ! Detailed instructions on how to participate ⬇ ️ UNKNOWN_URL: telegra 💬 STUDY THE INSTRUCTIONS and get BNB on Trust Wallet 🔔 Turn on notifications at the channel for not missing the important info about the PUMP ."
2,257,2022-01-12 16:00:39+00:00,1469400977,"START PUMP 🚀 Urgently buy a coin : CORD Start selling on my signal , not earlier ! Waiting for a big profit , I recommend everyone to come with us 🚀 Link to buy at PancakeSwap_DEX ↓ Pump finish 🏁 Address contract ↓ Pump finish 🏁 Turn on notifications and waiting for next signals 🔔"
2,217,2022-01-05 16:00:02+00:00,1469400977,"START PUMP 🚀 Urgently buy a coin : FLX Start selling on my signal , not earlier ! Waiting for a big profit , I recommend everyone to come with us 🚀 Link to buy at PancakeSwap_DEX ↓ Pump finish 🏁 Address contract ↓ Pump finish 🏁 Turn on notifications and waiting for next signals 🔔"
5,212,2022-01-05 13:53:38+00:00,1469400977,"Friends , I recommend reading the post at the link below 👇🏻 📚 RULES OF A SUCCESSFUL PUMP 📞 SUPPORT"
