label,id,date,channel_id,message
1,344,2021-12-06 13:00:35+00:00,1573897608,"🐳 4 hours left on the pump 🐳 🚀 Pairing : USDT 🚀 This time our target is 500 % + profit . If you have invested somewhere , sell it and get $ USDT ready in hotbit_CEX . Today is a big profit day 🔥"
0,343,2021-12-06 12:24:22+00:00,1573897608,🔔 Pump Announcement 🔔 The date of announcing the name of the currency It will be on : 06_12_2021 ( Monday ) Time zone : 17.00 GMT ( 5.00 pm ) / 10:30 pm IST Pump pair : $ USDT Platform : hotbit_CEX Invite your friends 👇 👇 LINK TO TELEGRAM GROUP: t
2,342,2021-12-03 17:00:01+00:00,1573897608,Coin name is PAMP
5,341,2021-12-03 16:40:12+00:00,1573897608,COIN name will announce on this channel 👇 👇 LINK TO TELEGRAM GROUP: t
0,332,2021-11-24 04:28:45+00:00,1573897608,🔔 Pump Announcement 🔔 The date of announcing the name of the currency It will be on : 03_12_2021 ( Friday ) Time zone : 17.00 GMT ( 5.00 pm ) / 10:30 pm IST Pump pair : $ USDT Platform : hotbit_CEX Invite your friends 👇 👇 LINK TO TELEGRAM GROUP: t
2,331,2021-11-20 17:00:01+00:00,1573897608,Coin name is WATCH
2,321,2021-11-07 17:00:01+00:00,1573897608,VOLLAR
2,320,2021-11-07 17:00:01+00:00,1573897608,Coin name is VOLLAR
5,216,2021-10-17 14:27:57+00:00,1573897608,.
5,215,2021-10-17 13:56:09+00:00,1573897608,.
0,189,2021-10-16 15:18:10+00:00,1573897608,"💸 PumP announcement 💸 Date : - 16 OCT ( SUNDAY ) Time : - 17 GMT ( 22:30 IST ) Exchange : - hotbit_CEX Pair : - $ ETH Our team planned this pump with much effort we need more than 24 hours to make our pump success . We know you guys are waiting for the pump to make a huge money , we target 70 % - 250 % Profit this time 🥰 Our team feature : - we work for your Profit 💸 We don't do prepump 💸 No instantly dump 💸 Target are low but Profitable 💸 What you guys have to do ? Just invest your money wait till the coin will up after pump put a sell wall We will pump in $ ETH pair so be sure you have $ ETH in your wallet 🥰"
3,186,2021-10-16 15:12:23+00:00,1573897608,A very great and stable pump done ✅ We have decided to PUMP more than 100 % next time so are you ready for it ? ?
2,185,2021-10-16 15:06:01+00:00,1573897608,Buy : - $ ANRX
2,180,2021-10-16 15:00:02+00:00,1573897608,PUMP IS : - $ ANRX
0,149,2021-10-15 15:40:44+00:00,1573897608,"💸 PumP announcement 💸 Date : - 16 ( SATURDAY ) Time : - 15 GMT ( 20:30 IST ) Exchange : - hotbit_CEX Pair : - $ USDT Our team planned this pump with much effort we need more than 1 days to make our pump success . We know you guys are waiting for the pump to make a huge money , we target 10 % - 25 % Profit this time 🥰 Our team feature : - we work for your Profit 💸 We don't do prepump 💸 No instantly dump 💸 Target are low but Profitable 💸 What you guys have to do ? Just invest your money wait till the coin will up after pump put a sell wall We will pump in $ USDT pair so be sure you have $ USDT in your wallet 🥰"
0,138,2021-10-15 11:11:11+00:00,1573897608,🔔 HotBit_CEX Free Pump : 🔔 Pump announcement ✅ Exchange : - HotBit_CEX ✅ Date : - 15 OCTOBER ✅ Time : - 15 : 00 GMT / 8 : 30 IST ✅ PAIR : - USDT ✅ Target - 400 % + 🎯
2,137,2021-10-07 15:00:08+00:00,1573897608,Coin name is DEV
5,101,2021-09-29 18:16:03+00:00,1573897608,Pump plan : - We will share coin at fix time which is given Buy the coin at higher price and wait to raise it Minimum : - 5x To sell just make a sell order and wait 😸 😸 We will make our pump peak which is going to last for 30 min 🙂 🙂 $ USDT IS THE PAIR IN WHICH WE ARE GOING TO PUMP
4,19,2021-09-12 13:29:30+00:00,1573897608,We decided to cancel Today pump again due to High selling presure
1,18,2021-09-12 11:00:02+00:00,1573897608,4 hour left Pair : - $ BTC
5,17,2021-09-12 09:20:52+00:00,1573897608,Our own and new ( best ) crypto investment website is going to realse on LINK TO TELEGRAM GROUP: t The best and high Profit for a 24 hour investment with huge reward 💸 💸
