id,channel_id,label
943,1638879488,3.0
942,1638879488,5.0
941,1638879488,5.0
940,1638879488,5.0
939,1638879488,5.0
938,1638879488,5.0
937,1638879488,5.0
936,1638879488,5.0
935,1638879488,2.0
934,1638879488,1.0
933,1638879488,1.0
932,1638879488,1.0
930,1638879488,1.0
929,1638879488,1.0
927,1638879488,1.0
926,1638879488,1.0
924,1638879488,0.0
923,1638879488,5.0
922,1638879488,5.0
921,1638879488,5.0
920,1638879488,5.0
919,1638879488,5.0
918,1638879488,5.0
917,1638879488,5.0
916,1638879488,5.0
915,1638879488,5.0
914,1638879488,5.0
913,1638879488,5.0
912,1638879488,5.0
911,1638879488,5.0
910,1638879488,5.0
909,1638879488,5.0
908,1638879488,5.0
906,1638879488,2.0
905,1638879488,1.0
904,1638879488,1.0
903,1638879488,1.0
902,1638879488,1.0
901,1638879488,1.0
899,1638879488,1.0
898,1638879488,1.0
897,1638879488,1.0
896,1638879488,1.0
894,1638879488,1.0
893,1638879488,1.0
891,1638879488,0.0
890,1638879488,5.0
880,1638879488,5.0
879,1638879488,5.0
877,1638879488,3.0
876,1638879488,5.0
875,1638879488,5.0
874,1638879488,5.0
873,1638879488,5.0
872,1638879488,5.0
871,1638879488,5.0
870,1638879488,5.0
869,1638879488,2.0
868,1638879488,1.0
867,1638879488,1.0
866,1638879488,1.0
865,1638879488,1.0
863,1638879488,1.0
862,1638879488,1.0
861,1638879488,1.0
860,1638879488,1.0
858,1638879488,1.0
857,1638879488,1.0
856,1638879488,1.0
854,1638879488,0.0
