label,id,date,channel_id,message,views,image
5,1475,2024-10-06 14:57:17+00:00,1959531973,"Hello dear members , just a few tips for today's pump . We often get messages saying you weren't able to place a buy order , and you received an error message . When we ask for a screenshot of the order to help , we often see that you're trying to buy with 4-5 USDT ... That's too little . We recommend placing buy orders with at least 30 USDT , and 40-50 USDT is even better . There are two reasons for this : - Larger buy orders are prioritized over smaller ones . - Depending on the coin , your small order might not go through due to the current coin price . So please keep the minimum amount in mind .",55442,
1,1474,2024-10-06 14:00:24+00:00,1959531973,🚨 🚨 PUMP DAY 🚨 🚨 🚀 4 HOURS LEFT 🚀 TIME : 7 pm GMT LONDON / 8 pm CET AMSTERDAM Exchange : Latoken_CEX PAIR : USDT Target : 1000 % + Remember you need to have USDT ready in your Latoken_CEX account to enter the pump .,44397,
1,1473,2024-10-06 10:00:21+00:00,1959531973,🚨 🚨 PUMP DAY 🚨 🚨 🚀 8 HOURS LEFT 🚀 TIME : 7 pm GMT LONDON / 8 pm CET AMSTERDAM Exchange : Latoken_CEX PAIR : USDT Target : 1000 % + Remember you need to have USDT ready in your Latoken_CEX account to enter the pump .,69606,
1,1472,2024-10-05 18:00:04+00:00,1959531973,"🚀 1 Day left until pump 🚀 🗓 Date : Sunday , October 6 🕕 Time : 6 PM UTC 🎯 Target : Minimum 1000 % Gain Make sure you have USDT ready in your Latoken_CEX account to participate in the pump . If you'd like to join our VIP channel , feel free to message us ! We have over two years of experience in successfully organizing pumps . Here's what you'll get with VIP access : - One-time payment , no additional costs - Friends and Family Program : 75 % discount for your friends - Signal one minute ahead of the public group - Full pump instructions and personal guidance - Post-pump review and assistance if something was unclear or went wrong - We are always reachable to support you ! Join us today : LINK TO TELEGRAM GROUP: FTL_lightfast",85576,
1,1471,2024-10-04 18:00:14+00:00,1959531973,"🚀 2 Days left until pump 🚀 🗓 Date : Sunday , October 6 🕕 Time : 6 PM UTC 🎯 Target : Minimum 1000 % Gain Make sure you have USDT ready in your Latoken_CEX account to participate in the pump . If you'd like to join our VIP channel , feel free to message us ! We have over two years of experience in successfully organizing pumps . Here's what you'll get with VIP access : - One-time payment , no additional costs - Friends and Family Program : 75 % discount for your friends - Signal one minute ahead of the public group - Full pump instructions and personal guidance - Post-pump review and assistance if something was unclear or went wrong - We are always reachable to support you ! Join us today : LINK TO TELEGRAM GROUP: FTL_lightfast",75061,
1,1470,2024-10-03 18:00:47+00:00,1959531973,"🚀 3 Days left until pump 🚀 🗓 Date : Sunday , October 6 🕕 Time : 6 PM UTC 🎯 Target : Minimum 1000 % Gain Make sure you have USDT ready in your Latoken_CEX account to participate in the pump . If you'd like to join our VIP channel , feel free to message us ! We have over two years of experience in successfully organizing pumps . Here's what you'll get with VIP access : - One-time payment , no additional costs - Friends and Family Program : 75 % discount for your friends - Signal one minute ahead of the public group - Full pump instructions and personal guidance - Post-pump review and assistance if something was unclear or went wrong - We are always reachable to support you ! Join us today : LINK TO TELEGRAM GROUP: FTL_lightfast",60491,
0,1469,2024-10-03 05:49:10+00:00,1959531973,"🚀 Pump Announcement 🚀 🗓 Date : Sunday , October 6 🕕 Time : 6 PM UTC 🎯 Target : Minimum 1000 % Gain Make sure you have USDT ready in your Latoken_CEX account to participate in the pump .",73814,
5,1444,2024-09-27 11:36:16+00:00,1959531973,"One more thing : Currently , our pumps always take place at 6 PM UTC . Of course , we'd love to accommodate your preferences , so we'd like to take this time to ask : Where are you from , and what time would be ideal for you to participate in a pump ? We'd appreciate it if you could send us a quick message with just two pieces of information : your country and your preferred pump time in UTC ( e . g . , England , 6 PM UTC ) . We will collect and later anonymously share the results with the community , and we'll try to adjust our pump times to suit the majority . Thank you ! So please reach out to us ! LINK TO TELEGRAM GROUP: FTL_lightfast",104401,
4,1443,2024-09-27 11:22:09+00:00,1959531973,"Hello dear members , unfortunately , some members have informed us that there are still issues with Latoken_CEX . We've been in contact with Latoken_CEX support via Telegram and can confirm this . For this reason , we are canceling today's pump for your safety as well . We will resume on Sunday , by which time all issues should be resolved , and everything will be back to normal . This week , we unfortunately only had one pump , but starting Sunday , we'll be back to two pumps per week .",66106,
0,1442,2024-09-26 19:00:56+00:00,1959531973,"🚀 Pump Announcement 🚀 🗓 Date : Friday , September 27 🕕 Time : 6 PM UTC 🎯 Target : Minimum 1000 % Gain Make sure you have USDT ready in your Latoken_CEX account to participate in the pump .",68421,
4,1441,2024-09-26 17:29:18+00:00,1959531973,"🚨 🚨 🚨 UPDATE 🚨 🚨 🚨 Hello dear members , Ahead of a pump , we always test everything to ensure it works as expected . Unfortunately , we've found that the search function on Latoken_CEX is currently down and in maintenance mode . Since we cannot be sure if it will be back up within the next 30 minutes , we've decided to postpone the pump for your safety . The new date is now tomorrow : Friday , September 27 , at 6 PM UTC , same time as today .",74953,
1,1440,2024-09-26 17:00:18+00:00,1959531973,🚨 🚨 PUMP DAY 🚨 🚨 🚀 1 HOUR LEFT 🚀 TIME : 7 pm GMT LONDON / 8 pm CET AMSTERDAM Exchange : Latoken_CEX PAIR : USDT Target : 1000 % + Remember you need to have USDT ready in your Latoken_CEX account to enter the pump .,60737,
1,1439,2024-09-26 14:00:01+00:00,1959531973,🚨 🚨 PUMP DAY 🚨 🚨 🚀 4 HOURS LEFT 🚀 TIME : 7 pm GMT LONDON / 8 pm CET AMSTERDAM Exchange : Latoken_CEX PAIR : USDT Target : 1000 % + Remember you need to have USDT ready in your Latoken_CEX account to enter the pump .,83575,
1,1438,2024-09-26 10:00:01+00:00,1959531973,🚨 🚨 PUMP DAY 🚨 🚨 🚀 8 HOURS LEFT 🚀 TIME : 7 pm GMT LONDON / 8 pm CET AMSTERDAM Exchange : Latoken_CEX PAIR : USDT Target : 1000 % + Remember you need to have USDT ready in your Latoken_CEX account to enter the pump .,60809,
