id,channel_id,label
2130,1685707729,5.0
2129,1685707729,1.0
2127,1685707729,1.0
2125,1685707729,1.0
2123,1685707729,1.0
2122,1685707729,0.0
2121,1685707729,3.0
2119,1685707729,2.0
2118,1685707729,1.0
2117,1685707729,1.0
2116,1685707729,1.0
2115,1685707729,1.0
2114,1685707729,1.0
2113,1685707729,5.0
2111,1685707729,1.0
2109,1685707729,5.0
2108,1685707729,5.0
2106,1685707729,1.0
2104,1685707729,1.0
2102,1685707729,5.0
2100,1685707729,1.0
2098,1685707729,5.0
2096,1685707729,0.0
2093,1685707729,4.0
2092,1685707729,1.0
2091,1685707729,5.0
2089,1685707729,0.0
2088,1685707729,4.0
2087,1685707729,5.0
2086,1685707729,5.0
2085,1685707729,5.0
2084,1685707729,5.0
2083,1685707729,1.0
2082,1685707729,5.0
2081,1685707729,5.0
2080,1685707729,0.0
2079,1685707729,4.0
2077,1685707729,0.0
2075,1685707729,3.0
2073,1685707729,2.0
2071,1685707729,1.0
2069,1685707729,1.0
2068,1685707729,5.0
2067,1685707729,1.0
2065,1685707729,1.0
2063,1685707729,0.0
2061,1685707729,3.0
2060,1685707729,2.0
2058,1685707729,1.0
2057,1685707729,1.0
2056,1685707729,1.0
2055,1685707729,1.0
2054,1685707729,5.0
2053,1685707729,1.0
2051,1685707729,1.0
2048,1685707729,1.0
2047,1685707729,1.0
2040,1685707729,1.0
2039,1685707729,5.0
2034,1685707729,5.0
2031,1685707729,5.0
2030,1685707729,1.0
2029,1685707729,5.0
2027,1685707729,1.0
2025,1685707729,5.0
2023,1685707729,1.0
2021,1685707729,0.0
2020,1685707729,5.0
2017,1685707729,3.0
2015,1685707729,2.0
2014,1685707729,1.0
2013,1685707729,1.0
2012,1685707729,1.0
2010,1685707729,1.0
2008,1685707729,1.0
2007,1685707729,5.0
2005,1685707729,1.0
2004,1685707729,1.0
2003,1685707729,5.0
2001,1685707729,5.0
2000,1685707729,1.0
1997,1685707729,1.0
1996,1685707729,5.0
1994,1685707729,5.0
1992,1685707729,0.0
1976,1685707729,4.0
1975,1685707729,1.0
1974,1685707729,1.0
1973,1685707729,1.0
1971,1685707729,5.0
1970,1685707729,1.0
1968,1685707729,1.0
1967,1685707729,5.0
1965,1685707729,0.0
1964,1685707729,4.0
1963,1685707729,5.0
1961,1685707729,0.0
1959,1685707729,3.0
1957,1685707729,2.0
1956,1685707729,1.0
1955,1685707729,0.0
1952,1685707729,4.0
1951,1685707729,1.0
1949,1685707729,0.0
1947,1685707729,3.0
1946,1685707729,2.0
1945,1685707729,1.0
1944,1685707729,1.0
1942,1685707729,1.0
1941,1685707729,0.0
1940,1685707729,4.0
1938,1685707729,1.0
1936,1685707729,0.0
