id,channel_id,label
3901,1690548530,1.0
3899,1690548530,1.0
3896,1690548530,1.0
3895,1690548530,1.0
3893,1690548530,0.0
3892,1690548530,3.0
3891,1690548530,2.0
3890,1690548530,1.0
3889,1690548530,1.0
3888,1690548530,1.0
3887,1690548530,1.0
3886,1690548530,1.0
3885,1690548530,1.0
3883,1690548530,1.0
3881,1690548530,1.0
3879,1690548530,1.0
3877,1690548530,1.0
3875,1690548530,1.0
3874,1690548530,5.0
3873,1690548530,0.0
3872,1690548530,2.0
3871,1690548530,1.0
3870,1690548530,1.0
3869,1690548530,1.0
3868,1690548530,1.0
3867,1690548530,1.0
3865,1690548530,1.0
3864,1690548530,5.0
3862,1690548530,0.0
3861,1690548530,2.0
3860,1690548530,1.0
3859,1690548530,1.0
3858,1690548530,1.0
3857,1690548530,1.0
3856,1690548530,1.0
3855,1690548530,1.0
3853,1690548530,1.0
3851,1690548530,1.0
3850,1690548530,0.0
3849,1690548530,2.0
3848,1690548530,1.0
3847,1690548530,1.0
3846,1690548530,1.0
3845,1690548530,1.0
3844,1690548530,1.0
3842,1690548530,1.0
3840,1690548530,1.0
3839,1690548530,0.0
3837,1690548530,5.0
3836,1690548530,5.0
3835,1690548530,5.0
3834,1690548530,5.0
3832,1690548530,5.0
3830,1690548530,5.0
3827,1690548530,5.0
3826,1690548530,5.0
3824,1690548530,5.0
3821,1690548530,1.0
3819,1690548530,0.0
3818,1690548530,5.0
3816,1690548530,2.0
3815,1690548530,1.0
3814,1690548530,1.0
3813,1690548530,1.0
3812,1690548530,1.0
3811,1690548530,2.0
3810,1690548530,2.0
3809,1690548530,1.0
3808,1690548530,1.0
3807,1690548530,1.0
3806,1690548530,1.0
3805,1690548530,1.0
3804,1690548530,1.0
3803,1690548530,5.0
3801,1690548530,1.0
3799,1690548530,1.0
3797,1690548530,5.0
3796,1690548530,1.0
3794,1690548530,1.0
3793,1690548530,1.0
3792,1690548530,5.0
3790,1690548530,0.0
