id,channel_id,label
3223,1591996423,5.0
3222,1591996423,5.0
3221,1591996423,1.0
3220,1591996423,1.0
3219,1591996423,1.0
3217,1591996423,5.0
3216,1591996423,5.0
3215,1591996423,1.0
3214,1591996423,0.0
3213,1591996423,5.0
3212,1591996423,5.0
3211,1591996423,5.0
3210,1591996423,5.0
3207,1591996423,3.0
3206,1591996423,5.0
3205,1591996423,1.0
3204,1591996423,1.0
3203,1591996423,1.0
3202,1591996423,1.0
3201,1591996423,1.0
3200,1591996423,1.0
3197,1591996423,5.0
3196,1591996423,5.0
3195,1591996423,1.0
3194,1591996423,0.0
3193,1591996423,5.0
3187,1591996423,3.0
3186,1591996423,5.0
3185,1591996423,5.0
3184,1591996423,0.0
3183,1591996423,1.0
3182,1591996423,1.0
3181,1591996423,5.0
3180,1591996423,1.0
3179,1591996423,1.0
3178,1591996423,1.0
3177,1591996423,1.0
3176,1591996423,1.0
3171,1591996423,1.0
3170,1591996423,1.0
3169,1591996423,1.0
3165,1591996423,0.0
3163,1591996423,5.0
3162,1591996423,5.0
3160,1591996423,4.0
3159,1591996423,1.0
3158,1591996423,1.0
3157,1591996423,1.0
3156,1591996423,1.0
3155,1591996423,1.0
3154,1591996423,0.0
3152,1591996423,5.0
3151,1591996423,3.0
3150,1591996423,2.0
3149,1591996423,1.0
3148,1591996423,1.0
3147,1591996423,1.0
3146,1591996423,1.0
3145,1591996423,1.0
3144,1591996423,1.0
3143,1591996423,1.0
3142,1591996423,0.0
3141,1591996423,5.0
3140,1591996423,5.0
3135,1591996423,3.0
3134,1591996423,2.0
3133,1591996423,1.0
3132,1591996423,1.0
3131,1591996423,1.0
3130,1591996423,5.0
3129,1591996423,1.0
3128,1591996423,1.0
3127,1591996423,1.0
3124,1591996423,1.0
3121,1591996423,1.0
3120,1591996423,0.0
3116,1591996423,3.0
3115,1591996423,2.0
3114,1591996423,1.0
3113,1591996423,1.0
3112,1591996423,1.0
3111,1591996423,5.0
3110,1591996423,1.0
3109,1591996423,1.0
3108,1591996423,1.0
3107,1591996423,1.0
3104,1591996423,1.0
3103,1591996423,0.0
3100,1591996423,3.0
3099,1591996423,2.0
3098,1591996423,1.0
3097,1591996423,1.0
3096,1591996423,1.0
3095,1591996423,5.0
3094,1591996423,1.0
3093,1591996423,1.0
3092,1591996423,1.0
3091,1591996423,1.0
3090,1591996423,1.0
3089,1591996423,0.0
3086,1591996423,3.0
3085,1591996423,2.0
3084,1591996423,1.0
3083,1591996423,1.0
3082,1591996423,1.0
3081,1591996423,5.0
3080,1591996423,1.0
3079,1591996423,1.0
3078,1591996423,1.0
3077,1591996423,1.0
3076,1591996423,1.0
3075,1591996423,0.0
3072,1591996423,3.0
3071,1591996423,2.0
3070,1591996423,1.0
3069,1591996423,1.0
3068,1591996423,1.0
3067,1591996423,5.0
3066,1591996423,1.0
3065,1591996423,1.0
3064,1591996423,1.0
3063,1591996423,1.0
3062,1591996423,0.0
3059,1591996423,3.0
3058,1591996423,2.0
3057,1591996423,1.0
3056,1591996423,1.0
3055,1591996423,1.0
3054,1591996423,5.0
3053,1591996423,1.0
3052,1591996423,1.0
3051,1591996423,1.0
3050,1591996423,1.0
3049,1591996423,0.0
2714,1591996423,5.0
2160,1591996423,4.0
1111,1591996423,5.0
1110,1591996423,5.0
1109,1591996423,5.0
1108,1591996423,5.0
1107,1591996423,1.0
1104,1591996423,1.0
1103,1591996423,5.0
1101,1591996423,5.0
1098,1591996423,1.0
1097,1591996423,0.0
1095,1591996423,5.0
