label,id,date,channel_id,message,views,image
3,592,2024-09-06 17:33:55+00:00,1575438613,"Pump Result : Congratulations on the profits ! PEL reached a high of 211 % after our signal ( on both Kucoin_CEX and MEXC_CEX ) , giving all our members multiple opportunities to book huge gains . Even though the percentage gain wasn't what we expected due to BTC dumping and bearish market conditions , we saw that our market dominance is stronger than ever , and we're ready for something bigger … We've planning something bigger than anything seen before , and as always our members will be the fist ones to know . If everything is executed as expected , profits will be unimaginable . Stay tuned",3749,
5,591,2024-09-06 16:07:08+00:00,1575438613,"Price is holding up extremely well with massive volume , be ready to go even higher !",3701,
5,590,2024-09-06 16:06:11+00:00,1575438613,Buy he dip and hold for maximum profits !,3724,
5,589,2024-09-06 16:06:11+00:00,1575438613,3rd wave incoming ! ! FOMO buyers about to come in !,3694,
5,588,2024-09-06 16:04:07+00:00,1575438613,We're about to go much higher ! !,3690,
5,587,2024-09-06 16:03:07+00:00,1575438613,Outside traders buying in !,3723,
5,586,2024-09-06 16:02:07+00:00,1575438613,Twitter will get the signal in 60 seconds ! !,3678,
5,585,2024-09-06 16:01:38+00:00,1575438613,The target is 700 % !,3695,
2,584,2024-09-06 16:00:19+00:00,1575438613,The Coin We Are Pumping Today is : PEL Buy and hold for massive profits — — — KUCOIN_CEX : EXCHANGE: kucoin_CEX; TRADING PAIR: PEL-USDT. MEXC_CEX : EXCHANGE: mexc_CEX; TRADING PAIR: PEL-USDT. — — —,3687,
1,583,2024-09-06 15:56:14+00:00,1575438613,"5 minutes left , the next message will be the coin to buy !",9186,
1,582,2024-09-06 15:51:29+00:00,1575438613,10 minutes left .,9174,
1,581,2024-09-06 15:32:19+00:00,1575438613,"30 minutes left . This pump will be executed in 3 different waves , the first one will be the signal sent here , and the other 2 will be signals sent afterwards to other social media channels . This is expected to be our strongest pump yet . You will receive the signal before anyone else , and remember , the strategy to score the biggest profits is to buy and hold , don't sell below our target !",9180,
1,580,2024-09-06 15:01:25+00:00,1575438613,"1 hour remaining for our ULTRA PUMP ! ! We're ready for a massive pump . Volume will be huge , and our whales will be constantly buying and pushing towards new highs , making sure everyone can take the highest profits . We're ready for an easy 700 % , so make sure to hold after market buying , as the second and third waves are always the strongest ( which could reach even higher than 1,000 % ) . Expect an extremely powerful and long lasting pump today ! IMPORTANT : This coin will ONLY be available on KUCOIN_CEX and MEXC_CEX on USDT pair , get ready for huge profits !",9148,
1,579,2024-09-06 13:02:16+00:00,1575438613,"3 hours left until the ULTRA PUMP ( Kucoin_CEX and MEXC_CEX ) . This is a basic step-by-step strategy for new members : 1 . Ten minutes before 16:00 PM GMT have kucoin_CEX / MEXC_CEX , Telegram open . 2 . At exactly 16:00 PM GMT , there will a message including the name of our coin in our Telegram channel . 3 . After the announcement , you already know what to do ( review our guide and tips ) .",9136,
1,578,2024-09-06 10:01:56+00:00,1575438613,"6 hours left ! ! IMPORTANT TIPS : - Our target will be very high profit today ( Aiming at a minimum 700 % ) . We will be using the KUCOIN_CEX and MEXC_CEX to pump . - We will be using the USDT pairing to buy , make sure you have USDT in your account to buy the coin . - Hundreds of thousands of traders will be buying at once , make sure you buy early before outsiders do . - If you plan to use your whole balance , you can buy using 75 % of your balance initially at market price , use the remaining of your balance to place buy orders ! - When you buy the coin and it's time to sell , never sell on the buy supports ! Instead sell slowly in parts as the price goes up . - Our pump will have many waves as our whales will actively be buying with our members to support the price , there will be a lot of possibilities to make profits many times during the pump ! - After buying , we highly suggest to place buy orders below the market price as the price moves up . - Millions of traders worldwide will be watching and buying , we have put into place a few measures to spread the word out after our signal all over social media , we will make sure our pump lasts and holds as long as possible , as always .",9151,
1,577,2024-09-06 04:01:23+00:00,1575438613,"12 Hours Left ! For our ULTRA PUMP . The coin will only be available on KUCOIN_CEX and MEXC_CEX , so have USDT in either ready to participate . The biggest crypto communities and groups will participate in this pump … something never seen before and the reason why our target is at least 700 % . We've onboarded all the biggest whales in the market , and we'll make sure there is absolutely no pre-buying and no pre-pump . Make sure to read our VIP guide on how to score the biggest profit : UNKNOWN_URL: telegra",9031,
5,576,2024-09-05 16:19:50+00:00,1575438613,.,9091,
0,575,2024-09-05 16:00:58+00:00,1575438613,"🛎 Pump Signal Announcement ! 🛎 Date : FRIDAY September 6 , 2024 Time : 16:00 pm GMT Exchange : KUCOIN_CEX and MEXC_CEX Advantage : Free for all With the massive success of our previous pumps ( reaching peak targets of 800-1500 % , and averaging volumes of tens of millions of $ ) , with a team stronger than ever and with the market ready to explode , we're ready to announce our next ULTRA PUMP ( KUCOIN_CEX and MEXC_CEX ) . This pump will be the strongest we've had by all standards . Over 1 million new traders will be joining this pump , expecting a target of no less than 700 % . We're being conservative with this target , as our sheer strength will likely take us higher , guaranteeing our members the first entries , and the biggest profits … Our main goal for this pump will be to bring in the most outside traders , which will push us to our 700 % target and higher . Our elite team of whales will be supporting the pump long after our signal , making it a constant and long lasting pump . We have exactly 24 hours to prepare for this ULTRA PUMP ( KUCOIN_CEX and MEXC_CEX ) , which will take place on FRIDAY September 6 , at 16:00 GMT . Millions of traders will participate worldwide , and our social media militia will make sure there is no shortage of fomo buyers for our members to take profits . 700 % is the minimum target . Turn on channel notifications and stay tuned 🐋",9057,
3,453,2024-05-03 19:57:06+00:00,1575438613,"Pump Results : Even with the market bearish and a much lower volume than expected , we managed to pump $ VERSE to an impressive high of 457 % , which kept printing higher highs over several minutes , giving our members multiple opportunities to book huge profits . We expect the market to be back to normal soon , and our next pump to be truly massive by every standard . We're preparing the biggest marketing campaign we've ever had , which should bring over half a million new traders to our community , and with the market slowly but surely turning bullish again , we expect to see a never seen before breed of pumps very soon , which will outperform any pump seen so far , and will guarantee our members bigger profits than ever before . Stay tuned for our next pump announcement ! !",450,
5,452,2024-05-03 17:06:05+00:00,1575438613,We're going higher ! !,371,
5,451,2024-05-03 17:05:07+00:00,1575438613,"Our next wave is starting , price is holding up extremely well with massive volume , be ready to go even higher !",376,
5,450,2024-05-03 17:04:04+00:00,1575438613,3rd wave incoming ! ! Buy he dip and hold this gem for maximum profits ! !,378,
5,449,2024-05-03 17:03:05+00:00,1575438613,"Do not sell , we're about to go much higher ! !",384,
5,448,2024-05-03 17:02:57+00:00,1575438613,"2nd wave starting now , buying every small dip before reaching new highs ! !",395,
5,447,2024-05-03 17:02:05+00:00,1575438613,Outside traders coming in ! ! !,398,
2,446,2024-05-03 17:01:05+00:00,1575438613,The Coin We Are Pumping Today is : VERSE Buy and hold for massive profits EXCHANGE: kucoin_CEX; TRADING PAIR: VERSE-USDT.,422,
2,445,2024-05-03 17:00:15+00:00,1575438613,The Coin We Are Pumping Today is : VERSE Buy and hold for massive profits EXCHANGE: kucoin_CEX; TRADING PAIR: VERSE-USDT.,405,
1,444,2024-05-03 16:59:05+00:00,1575438613,"1 minute left , the next message will be the coin to buy !",345,
1,443,2024-05-03 16:55:16+00:00,1575438613,"5 minutes left . We have twitter and all other social media platforms ready to explode after our signal , keep your screens open ! Our whales are ready and active ! ! Minimum target is 1,000 % .",337,
1,442,2024-05-03 16:50:04+00:00,1575438613,10 minutes left .,328,
1,441,2024-05-03 16:30:06+00:00,1575438613,"30 minutes left . This pump will be executed in 3 different waves , the first one will be the signal sent here , and the other 2 will be signals sent afterwards to other social media channels . This pump will most likely be the strongest we've had , easily reaching above 1,000 % . You will receive the signal before anyone else , and remember , the strategy to score the biggest profits is to buy and hold ! !",334,
1,440,2024-05-03 16:00:05+00:00,1575438613,"1 hour remaining for our biggest Kucoin_CEX Mega Pump ! ! The whole market is ready for another leg up , and in the perfect position for a massive pump ! ! We expect the biggest volume yet , as all our whales will be constantly buying and pushing towards new highs . We're ready for an EASY 1,000 % move ( at least ) , guaranteeing the maximum profits for all our members . Make sure to hold after market buying , as the second and third waves are always the strongest ( which could reach even higher than 1,000 % ) . Expect an extremely powerful and long lasting pump today , be prepared ! IMPORTANT : This coin will ONLY be available on KUCOIN_CEX and on USDT pair , get ready for huge profits !",276,
1,439,2024-05-03 14:00:05+00:00,1575438613,"3 hours left until the Kucoin_CEX Mega Pump . This is a basic stepbystep-strategy for new members : 1 . Ten minutes before 17:00 PM GMT have Kucoin_CEX , Telegram open . 2 . At exactly 17:00 PM GMT , there will a message including the name of our coin in our Telegram channel . 3 . After the announcement , you already know what to do ( review our guide and tips ) .",247,
1,438,2024-05-03 11:00:06+00:00,1575438613,"6 hours left ! ! IMPORTANT TIPS : - Our target will be very high profit today ( Aiming at a minimum 1,000 % ) . We will be using the Kucoin_CEX exchange to pump . - We will be using the USDT pairing to buy , make sure you have USDT in your account to buy the coin . - Hundreds of thousands of traders will be buying at once , make sure you buy early before outsiders do . - If you plan to use your whole balance , you can buy using 75 % of your balance initially at market price , use the remaining of your balance to place buy orders ! - When you buy the coin and it's time to sell , never sell on the buy supports ! Instead sell slowly in parts as the price goes up . - Our pump will have many waves as our whales will actively be buying with our members to support the price , there will be a lot of possibilities to make profits many times during the pump ! - After buying , we highly suggest to place buy orders below the market price as the price moves up . - Millions of traders worldwide will be watching and buying , we have put into place a few measures to spread the word out after our signal all over social media , we will make sure our pump lasts and holds as long as possible , as always .",263,
1,437,2024-05-03 05:00:05+00:00,1575438613,"12 Hours Left ! ! This pump will be one of a kind , and for a good reason … the meticulous preparation of our team combined with the perfect market conditions are a phenomenon that will make this pump perfect . Expect no less than 1,000 %",217,
3,436,2024-05-02 17:18:06+00:00,1575438613,"Just an example of a previous pump ( $ BONDLY ) which reached a high of over 800 % in the first 30 minutes and totaled $ 10 Million in Volume . It remained the Top 1 gainer on Kucoin_CEX for over 24 hours , scoring huge profits for all our members . With a community stronger than ever , and the biggest whales in the market on our side , we can expect tomorrow's pump to be at least 2x as strong . We will show our real power in this pump , and 1,000 % is our first target , so hold on tight …",245,
1,435,2024-05-02 17:02:07+00:00,1575438613,"24 hours left for our Kucoin_CEX Mega Pump ! ! With never seen before marketing strategies , our growth over the past month will guarantee the maximum number of participants and the biggest volume in this pump , reaching millions of traders from every corner of the world , and a volume of several million $ in the first hour . We'll be constantly pushing the price higher , not likely seeing many retracements . Buying and holding as soon as the signal is announced will be the most profitable strategy . Our goal in this pump is to guarantee all our members profits of at least 1,000 % You've already seen what we are capable of achieving , and it's not even close to what we expect tomorrow . Get ready for not only our biggest pump of the year , but our biggest pump in history !",248,
1,434,2024-05-01 17:00:05+00:00,1575438613,"2 days left ! ! Recover all your trading losses ! ! Exactly 48 hours left for the biggest Kucoin_CEX Mega Pump we've ever seen ! ! Our goal is for all our members to make huge profits from this pump , moreover we expect a minimum of 1,000 % ( and likely reaching much higher with the power of our whales )",268,
1,433,2024-04-30 17:00:07+00:00,1575438613,"3 days left ! ! For what will officially be the biggest Kucoin_CEX Mega Pump we've ever had . All the biggest crypto communities and channels will be participating in this pump … something never seen before and potentially a once in a lifetime event ! To guarantee the biggest profits for all our members ( at least 1,000 % ) , we've onboarded all the biggest whales in the market , and we'll make sure there is absolutely no pre-buying and no pre-pump . Make sure to read our VIP guide on how to make the most profits from this Kucoin_CEX Mega Pump : UNKNOWN_URL: telegra",297,
1,432,2024-04-28 17:00:07+00:00,1575438613,"5 days left ! ! 1,000 % move expected as a minimum . This will be the biggest pump we've EVER had , at least 2x the size of any previous pump .",330,
0,431,2024-04-26 17:13:08+00:00,1575438613,"🛎 Pump Signal Announcement ! 🛎 Date : FRIDAY May 3 , 2024 Time : 17:00 pm GMT Exchange : KUCOIN_CEX Advantage : Free for all With the massive success of our previous pumps ( reaching peak targets of 800-1500 % , and averaging volumes of tens of millions of $ ) , which made huge profits for all our members , with a team stronger than ever and with the market ready to explode to new all time highs , we're ready to announce our next KUCOIN_CEX Mega Pump , which will be by all standards the strongest we've ever had ! We've been meticulously planning this pump … we've 2x our massive and global marketing campaign , which means we're going to see over 500,000 new traders ( and the biggest whales ) joining this pump . We expect it to reach a high of no less than 1,000 % . This is a minimum , as our sheer strength could take this pump to a peak of well over 1,200 % . This KUCOIN_CEX Mega Pump will have the largest volume ever recorded ( at least twice the volume of any other previous pumps ) , this means that all our members will be guaranteed the first entries , and the biggest profits … Our main goal for this pump will be to once again bring the most outside traders into our pump , which will push us up to our 1,000 % target and higher . Our elite team of whales will be supporting the pump for hours after our signal , which will guarantee the biggest profits for all our members . We have exactly 7 days to prepare for this massive pump , which will take place on FRIDAY May 3 , at 17:00 GMT . We expect millions of traders worldwide to participate in this pump , and we will make all social media platforms explode after our signal , which will get us to our 800 % target ( and very likely higher ) . Be ready for further announcements and don't forget to turn on push notifications for our channel ! !",400,
