label,id,date,channel_id,message,views,image
4,5758,2024-10-09 11:01:58+00:00,1776389453,"⚠ ️ 🚨 🔠 🔠 🔠 🚨 ⚠ ️ 📌 HI COMMUNITY ➡ ️Due to some technical error on pancakeswap_DEX ( HACK / PHISHING ) , we need to 🔠 🔠 🔠 today's pump . ➡ ️We will keep you updated ⏳",7398,
1,5756,2024-10-09 05:00:06+00:00,1776389453,"🚀 🚀 🚀 12 HOURS BEFORE OUR PUMP ! 🚀 🚀 🚀 We are already getting ready to this WEDNESDAY pump ! Make sure you got BNB on your MetaMask or TrustWallet ! Be prepared guys and remember : the faster you buy , the best percent of profit you will get ! 🗓 Date : 9th , October ⏰ Time : 17:00 GMT 💶 Pair : BNB / ? ? ? 💹 Exchange : Pancakeswap_DEX 📥 @USER Slippage 49 % 📈 Real opportunity to make a great return on your investments in ONE DAY ! 🔔 Turn on notifications at the channel for not missing the important info about the PUMP .",8272,
1,5755,2024-10-08 17:00:05+00:00,1776389453,"🚀 🚀 🚀 24 HOURS BEFORE OUR PUMP ! 🚀 🚀 🚀 We are already getting ready to this WEDNESDAY pump ! Make sure you got BNB on your MetaMask or TrustWallet ! Be prepared guys and remember : the faster you buy , the best percent of profit you will get ! 🗓 Date : 9th , October ⏰ Time : 17:00 GMT 💶 Pair : BNB / ? ? ? 💹 Exchange : Pancakeswap_DEX 📥 @USER Slippage 49 % 📈 Real opportunity to make a great return on your investments in ONE DAY ! 🔔 Turn on notifications at the channel for not missing the important info about the PUMP .",8281,
0,5754,2024-10-07 15:29:06+00:00,1776389453,"💬 💬 ⏺ ⏺ PUMP ANNOUNCEMENT ⏺ ⏺ 💬 💬 Guys , This WEDNESDAY we will organise a huge pump with over 6000 % Guaranteed . 😎 🔔 Date : 9th , October ⏰ Time : 17:00 GMT / UTC 🔸 Pair : BNB / ? ? ? 🥞 Exchange : PancakeSwap_DEX 🚀 Don't miss your opportunity to make profit in crypto ! 🚀 Pumping crypto 🚀 💰 Making profit 👥 Growing a community 🌐 ✅ VIP / PREMIUM AVAILABLE ✅ 👉 @USER 😓 🔔 Turn on notifications at the channel for not missing the important info about the PUMP . 🗣",8142,
3,5753,2024-10-06 19:01:14+00:00,1776389453,🟢 🟢 🟢 AWESOME WEEKEND PUMP ! 🟢 🟢 🟢 Hey guys ! Hope this pump made your day a little bit better ✔ ️ ✔ ️ Thanks everyone for such a result ! 💵 ➡ ️Final Price : $ 0.00061 ( We started from $ 0.0 . 0000076 ) 🔔 EARNINGS ON TOP 8174 % 🆒 Thanks a lot for everybody who joined us . 📌 YOU ARE THE BEST GUYS 🔥,8136,
5,5752,2024-10-06 17:40:04+00:00,1776389453,‼ ️ ⚠ ️ 🔽 SELL 🔽 SELL 🔽 SELL 🔽 ⚠ ️ ‼ ️,8151,
5,5749,2024-10-06 17:30:45+00:00,1776389453,👀 👀 Still a great chance to get in 👀 👀,8231,
5,5747,2024-10-06 17:22:26+00:00,1776389453,30 🔠 🔼 🔼 We are trending on every pancake chart 🔼 🔼,7959,
5,5746,2024-10-06 17:17:12+00:00,1776389453,⚠ ️BUY BEFORE PUMPING HARD 🔼 ⚠ ️,8331,
5,5744,2024-10-06 17:12:17+00:00,1776389453,Parabolic move guys 🟩 💵,8358,
