id,channel_id,label
8899,1767909349,5.0
8898,1767909349,5.0
8896,1767909349,0.0
8895,1767909349,5.0
8893,1767909349,3.0
8891,1767909349,1.0
8890,1767909349,1.0
8889,1767909349,1.0
8888,1767909349,1.0
8887,1767909349,1.0
8886,1767909349,5.0
8885,1767909349,1.0
8884,1767909349,1.0
8883,1767909349,1.0
8882,1767909349,1.0
8881,1767909349,5.0
8880,1767909349,1.0
8879,1767909349,5.0
8878,1767909349,1.0
8877,1767909349,5.0
8876,1767909349,5.0
8875,1767909349,1.0
8857,1767909349,0.0
8856,1767909349,5.0
8855,1767909349,3.0
8853,1767909349,1.0
8852,1767909349,1.0
8851,1767909349,1.0
8850,1767909349,1.0
8848,1767909349,1.0
8846,1767909349,1.0
8845,1767909349,1.0
8837,1767909349,5.0
8835,1767909349,5.0
8819,1767909349,0.0
8818,1767909349,5.0
8817,1767909349,3.0
8815,1767909349,1.0
8814,1767909349,1.0
8813,1767909349,1.0
8812,1767909349,1.0
8811,1767909349,1.0
8810,1767909349,1.0
8809,1767909349,1.0
8801,1767909349,5.0
8800,1767909349,5.0
8784,1767909349,0.0
8781,1767909349,5.0
8777,1767909349,5.0
8776,1767909349,3.0
8774,1767909349,1.0
8773,1767909349,1.0
8772,1767909349,1.0
8771,1767909349,1.0
8770,1767909349,1.0
8769,1767909349,1.0
8747,1767909349,0.0
8746,1767909349,4.0
8745,1767909349,1.0
8744,1767909349,1.0
8743,1767909349,1.0
8742,1767909349,1.0
8741,1767909349,1.0
8737,1767909349,1.0
8709,1767909349,0.0
8706,1767909349,5.0
8702,1767909349,5.0
8701,1767909349,3.0
8699,1767909349,1.0
8698,1767909349,1.0
8697,1767909349,1.0
8696,1767909349,1.0
8695,1767909349,1.0
8694,1767909349,1.0
8672,1767909349,0.0
