id,channel_id,label
359,1604050620,3.0
358,1604050620,2.0
357,1604050620,1.0
356,1604050620,1.0
355,1604050620,1.0
354,1604050620,1.0
353,1604050620,1.0
352,1604050620,1.0
351,1604050620,1.0
350,1604050620,0.0
349,1604050620,3.0
348,1604050620,2.0
347,1604050620,1.0
346,1604050620,1.0
345,1604050620,1.0
344,1604050620,1.0
343,1604050620,1.0
342,1604050620,1.0
341,1604050620,1.0
340,1604050620,0.0
339,1604050620,3.0
338,1604050620,2.0
337,1604050620,1.0
336,1604050620,1.0
335,1604050620,1.0
334,1604050620,1.0
333,1604050620,1.0
332,1604050620,1.0
331,1604050620,1.0
330,1604050620,0.0
329,1604050620,3.0
328,1604050620,2.0
327,1604050620,1.0
326,1604050620,1.0
325,1604050620,1.0
324,1604050620,1.0
323,1604050620,1.0
322,1604050620,1.0
321,1604050620,1.0
320,1604050620,0.0
319,1604050620,5.0
318,1604050620,3.0
317,1604050620,0.0
151,1604050620,5.0
150,1604050620,5.0
149,1604050620,5.0
147,1604050620,5.0
43,1604050620,3.0
42,1604050620,2.0
41,1604050620,1.0
40,1604050620,1.0
39,1604050620,1.0
38,1604050620,1.0
37,1604050620,1.0
36,1604050620,1.0
35,1604050620,1.0
34,1604050620,1.0
32,1604050620,1.0
31,1604050620,0.0
30,1604050620,5.0
26,1604050620,5.0
24,1604050620,5.0
23,1604050620,5.0
21,1604050620,5.0
20,1604050620,5.0
19,1604050620,5.0
18,1604050620,5.0
17,1604050620,5.0
16,1604050620,5.0
15,1604050620,5.0
14,1604050620,5.0
13,1604050620,5.0
6,1604050620,5.0
3,1604050620,5.0
