id,channel_id,label
593,1731228402,5.0
592,1731228402,5.0
591,1731228402,5.0
590,1731228402,5.0
589,1731228402,5.0
588,1731228402,5.0
586,1731228402,5.0
585,1731228402,5.0
584,1731228402,5.0
583,1731228402,5.0
582,1731228402,5.0
580,1731228402,5.0
579,1731228402,5.0
577,1731228402,5.0
576,1731228402,5.0
575,1731228402,5.0
573,1731228402,5.0
572,1731228402,5.0
571,1731228402,5.0
570,1731228402,2.0
569,1731228402,1.0
568,1731228402,1.0
567,1731228402,1.0
566,1731228402,1.0
565,1731228402,1.0
564,1731228402,1.0
563,1731228402,1.0
562,1731228402,1.0
561,1731228402,1.0
560,1731228402,0.0
559,1731228402,5.0
557,1731228402,5.0
556,1731228402,3.0
555,1731228402,5.0
554,1731228402,5.0
553,1731228402,2.0
552,1731228402,1.0
551,1731228402,1.0
550,1731228402,1.0
549,1731228402,1.0
548,1731228402,1.0
547,1731228402,1.0
546,1731228402,1.0
545,1731228402,1.0
544,1731228402,1.0
543,1731228402,1.0
541,1731228402,1.0
540,1731228402,0.0
539,1731228402,3.0
538,1731228402,5.0
537,1731228402,2.0
536,1731228402,1.0
535,1731228402,1.0
534,1731228402,1.0
533,1731228402,1.0
532,1731228402,1.0
531,1731228402,1.0
530,1731228402,1.0
529,1731228402,1.0
528,1731228402,1.0
527,1731228402,1.0
526,1731228402,0.0
524,1731228402,5.0
523,1731228402,5.0
522,1731228402,5.0
521,1731228402,2.0
520,1731228402,1.0
519,1731228402,1.0
518,1731228402,1.0
517,1731228402,1.0
516,1731228402,1.0
515,1731228402,1.0
514,1731228402,1.0
513,1731228402,1.0
512,1731228402,1.0
511,1731228402,1.0
510,1731228402,1.0
507,1731228402,0.0
506,1731228402,5.0
504,1731228402,3.0
503,1731228402,5.0
502,1731228402,5.0
501,1731228402,5.0
500,1731228402,5.0
499,1731228402,2.0
498,1731228402,1.0
497,1731228402,1.0
496,1731228402,1.0
495,1731228402,1.0
494,1731228402,1.0
493,1731228402,5.0
492,1731228402,1.0
491,1731228402,1.0
490,1731228402,1.0
489,1731228402,1.0
487,1731228402,0.0
