id,channel_id,label
13902,1770033880,1.0
13901,1770033880,5.0
13900,1770033880,1.0
13899,1770033880,1.0
13898,1770033880,1.0
13897,1770033880,5.0
13896,1770033880,0.0
13892,1770033880,3.0
13891,1770033880,2.0
13890,1770033880,5.0
13889,1770033880,1.0
13888,1770033880,5.0
13887,1770033880,1.0
13886,1770033880,1.0
13885,1770033880,1.0
13883,1770033880,1.0
13882,1770033880,0.0
13877,1770033880,5.0
13876,1770033880,2.0
13869,1770033880,5.0
13868,1770033880,2.0
13867,1770033880,5.0
13866,1770033880,1.0
13865,1770033880,1.0
13864,1770033880,5.0
13863,1770033880,1.0
13862,1770033880,5.0
13861,1770033880,1.0
13860,1770033880,1.0
13859,1770033880,1.0
13858,1770033880,0.0
13857,1770033880,5.0
13856,1770033880,1.0
13855,1770033880,0.0
13850,1770033880,5.0
13849,1770033880,3.0
13848,1770033880,2.0
13847,1770033880,5.0
13846,1770033880,1.0
13845,1770033880,5.0
13844,1770033880,1.0
13843,1770033880,1.0
13842,1770033880,5.0
13841,1770033880,1.0
13840,1770033880,1.0
13838,1770033880,1.0
13837,1770033880,1.0
13836,1770033880,1.0
13835,1770033880,1.0
13834,1770033880,0.0
13829,1770033880,5.0
13828,1770033880,3.0
13827,1770033880,5.0
13826,1770033880,2.0
13825,1770033880,5.0
13824,1770033880,1.0
13823,1770033880,5.0
13822,1770033880,1.0
13821,1770033880,5.0
13820,1770033880,1.0
13819,1770033880,4.0
13818,1770033880,5.0
13817,1770033880,1.0
13816,1770033880,1.0
13814,1770033880,1.0
13813,1770033880,5.0
13812,1770033880,1.0
13811,1770033880,1.0
13810,1770033880,0.0
