id,channel_id,label
1542,1719230521,1.0
1541,1719230521,5.0
1540,1719230521,0.0
1539,1719230521,3.0
1537,1719230521,2.0
1536,1719230521,1.0
1535,1719230521,1.0
1534,1719230521,1.0
1533,1719230521,1.0
1532,1719230521,1.0
1531,1719230521,0.0
1529,1719230521,3.0
1528,1719230521,2.0
1527,1719230521,1.0
1526,1719230521,1.0
1525,1719230521,1.0
1524,1719230521,1.0
1523,1719230521,1.0
1522,1719230521,1.0
1521,1719230521,1.0
1520,1719230521,2.0
1519,1719230521,1.0
1518,1719230521,1.0
1517,1719230521,1.0
1516,1719230521,5.0
1515,1719230521,5.0
1514,1719230521,1.0
1513,1719230521,1.0
1512,1719230521,1.0
1511,1719230521,5.0
1510,1719230521,5.0
1509,1719230521,5.0
1506,1719230521,0.0
1505,1719230521,5.0
1504,1719230521,5.0
1503,1719230521,5.0
1502,1719230521,5.0
1501,1719230521,5.0
1500,1719230521,5.0
1499,1719230521,5.0
1498,1719230521,3.0
1497,1719230521,2.0
1496,1719230521,1.0
1495,1719230521,1.0
1494,1719230521,1.0
1493,1719230521,1.0
1492,1719230521,1.0
1491,1719230521,1.0
1490,1719230521,5.0
1489,1719230521,0.0
1488,1719230521,2.0
1487,1719230521,1.0
1486,1719230521,1.0
1485,1719230521,1.0
1484,1719230521,5.0
1483,1719230521,1.0
1482,1719230521,1.0
1481,1719230521,1.0
1480,1719230521,1.0
1479,1719230521,1.0
1478,1719230521,0.0
1477,1719230521,2.0
1476,1719230521,1.0
1475,1719230521,1.0
1474,1719230521,1.0
1473,1719230521,1.0
1472,1719230521,1.0
1471,1719230521,5.0
1470,1719230521,1.0
1469,1719230521,5.0
1468,1719230521,0.0
1467,1719230521,0.0
1466,1719230521,5.0
1465,1719230521,5.0
1464,1719230521,5.0
1463,1719230521,3.0
1462,1719230521,5.0
1461,1719230521,2.0
1460,1719230521,1.0
1459,1719230521,1.0
1458,1719230521,1.0
1457,1719230521,1.0
1456,1719230521,1.0
1455,1719230521,5.0
1454,1719230521,1.0
1453,1719230521,5.0
1450,1719230521,5.0
1449,1719230521,1.0
1448,1719230521,1.0
1447,1719230521,0.0
